scientific.name,original_scientific,genus,species,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,maximum_longevity_y,weaning_d,incubation_d,fledging_age_d,longevity_y,male_maturity_d
Columba junoniae,,Columba,junoniae,-999,1,-999,-999,-999,-999,-999,-999,-999
Ctenomys juris,,Ctenomys,juris,213.08,-999,-999,2.166666667,-999,-999,-999,2.166666667,213.08
Potamites juruazensis,,Potamites,juruazensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sundasciurus juvencus,,Sundasciurus,juvencus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Varanus juxtindicus,,Varanus,juxtindicus,-999,6,-999,-999,-999,-999,-999,-999,-999
Cebus kaapori,,Cebus,kaapori,2191.392,1,0.62,47,740,-999,-999,41,-999
Apalis kaboboensis,,Apalis,kaboboensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cyrtopodion kachhense,,Cyrtopodion,kachhense,-999,-999,-999,-999,-999,-999,-999,-999,-999
Batagur kachuga,,Batagur,kachuga,-999,17,1,-999,-999,83,-999,-999,-999
Grallaria kaestneri,,Grallaria,kaestneri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Anolis kahouannensis,,Anolis,kahouannensis,-999,2,-999,7,-999,46.5,-999,7,-999
Mokopirirakau kahutarae,,Mokopirirakau,kahutarae,-999,-999,-999,-999,-999,-999,-999,-999,-999
Dendromus kahuziensis,,Dendromus,kahuziensis,-999,3.495,-999,-999,-999,-999,-999,-999,-999
Agama kaimosae,,Agama,kaimosae,487.04,7.55,2,1.3,-999,56,-999,1.3,730.5
Aethomys kaiseri,,Aethomys,kaiseri,96.05,2.9,-999,2.741666667,26.23966,-999,-999,1.745833333,-999
Arizelocichla kakamegae,,Arizelocichla,kakamegae,-999,1.4,-999,-999,-999,-999,-999,-999,-999
Pseudocalotes kakhienensis,,Pseudocalotes,kakhienensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Mormopterus kalinowskii,,Mormopterus,kalinowskii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Hyladelphys kalinowskii,,Hyladelphys,kalinowskii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Thomasomys kalinowskii,,Thomasomys,kalinowskii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Dasyprocta kalinowskii,,Dasyprocta,kalinowskii,-999,-999,-999,-999,140,-999,-999,-999,-999
Echymipera kalubu,,Echymipera,kalubu,-999,2.085,1.93,2.7,-999,-999,-999,2.679166667,-999
Lerista kalumburu,,Lerista,kalumburu,-999,-999,-999,-999,-999,-999,-999,-999,-999
Hemidactylus kamdemtohami,,Hemidactylus,kamdemtohami,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cricetulus kamensis,,Cricetulus,kamensis,-999,-999,-999,0.333333333,-999,-999,-999,0.333333333,-999
Trimeresurus kanburiensis,,Trimeresurus,kanburiensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Tragulus kanchil,,Tragulus,kanchil,156.785,1,1,16.7,86.86656,-999,-999,14,151
Cnemaspis kandiana,,Cnemaspis,kandiana,-999,2,8.5,-999,-999,-999,-999,-999,-999
Cercopithecus kandti,,Cercopithecus,kandti,1845.03032,1,0.5,37.8,315.62132,-999,-999,27.1,1673
Estrilda kandti,,Estrilda,kandti,-999,4,-999,-999,-999,-999,-999,-999,-999
Naja kaouthia,,Naja,kaouthia,-999,17,-999,32.3,-999,56,-999,13.15,-999
Taphozous kapalgensis,,Taphozous,kapalgensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Peropteryx kappleri,,Peropteryx,kappleri,-999,1,1.51,-999,59.91,-999,-999,-999,-999
Dasypus kappleri,,Dasypus,kappleri,-999,3.235,-999,1.166666667,-999,-999,-999,1.166666667,-999
Apalis karamojae,,Apalis,karamojae,-999,-999,-999,-999,-999,-999,-999,-999,-999
Brookesia karchei,,Brookesia,karchei,-999,-999,-999,-999,-999,-999,-999,-999,-999
Platyceps karelini,,Platyceps,karelini,-999,-999,-999,5.7,-999,-999,-999,5.7,-999
Hemidactylus karenorum,,Hemidactylus,karenorum,-999,-999,-999,-999,-999,-999,-999,-999,-999
Thylamys karimii,,Thylamys,karimii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Chiropodomys karlkoopmani,,Chiropodomys,karlkoopmani,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lerista karlschmidti,,Lerista,karlschmidti,-999,1.6,-999,-999,-999,-999,-999,-999,-999
Afroedura karroica,,Afroedura,karroica,-999,-999,-999,-999,-999,-999,-999,-999,-999
Zonosaurus karsteni,,Zonosaurus,karsteni,-999,4,-999,-999,-999,97,-999,-999,-999
Paroedura karstophila,,Paroedura,karstophila,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ceratophora karu,,Ceratophora,karu,-999,-999,-999,-999,-999,-999,-999,-999,-999
Locustella kashmirensis,,Locustella,kashmirensis,-999,3.5,-999,-999,-999,-999,-999,-999,-999
Scelotes kasneri,,Scelotes,kasneri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Harpactes kasumba,,Harpactes,kasumba,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ploceus katangae,,Ploceus,katangae,-999,2.5,-999,-999,-999,-999,-999,-999,-999
Pachydactylus katanganus,,Pachydactylus,katanganus,-999,1,-999,-999,-999,49,-999,-999,-999
Acanthiza katherina,,Acanthiza,katherina,-999,2.25,-999,-999,-999,-999,-999,-999,-999
Mustela kathiah,,Mustela,kathiah,-999,-999,-999,-999,-999,-999,-999,-999,-999
Millardia kathleenae,,Millardia,kathleenae,-999,-999,-999,-999,-999,-999,-999,-999,-999
Naja katiensis,,Naja,katiensis,-999,14.5,-999,23.2,-999,74,-999,19.4,-999
Polyplectron katsumatae,,Polyplectron,katsumatae,-999,2,-999,-999,-999,21,-999,-999,-999
Arses kaupi,,Arses,kaupi,-999,2,-999,-999,-999,-999,-999,-999,-999
Sicista kazbegica,,Sicista,kazbegica,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ptilotula keartlandi,,Ptilotula,keartlandi,-999,2,-999,-999,-999,-999,-999,-999,-999
Nyctimene keasti,,Nyctimene,keasti,228.3,0.99,2,-999,-999,-999,-999,-999,-999
Oryzomys keaysi,,Oryzomys,keaysi,-999,3.4,-999,-999,-999,-999,-999,-999,-999
Myotis keaysi,,Myotis,keaysi,-999,0.98,-999,-999,-999,-999,-999,-999,-999
Peromyscus keeni,,Peromyscus,keeni,59.95794,4.73,3.2,8.333333333,22.575,-999,-999,7.95,-999
Myotis keenii,,Myotis,keenii,365.28,1,1,19,36.965,-999,-999,18.75,365.28
Micropsitta keiensis,,Micropsitta,keiensis,-999,2,-999,-999,-999,-999,-999,-999,-999
Cryptoblepharus keiensis,,Cryptoblepharus,keiensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Varanus keithhornei,,Varanus,keithhornei,-999,3.6,-999,-999,-999,178,-999,-999,-999
Lonchura kelaarti,,Lonchura,kelaarti,-999,5,-999,-999,-999,16,16,-999,-999
Nisaetus kelaarti,,Nisaetus,kelaarti,-999,1,-999,-999,-999,-999,-999,-999,-999
Graphiurus kelleni,,Graphiurus,kelleni,-999,4.41,-999,1.666666667,-999,-999,-999,1.666666667,-999
Macronus kelleyi,,Macronus,kelleyi,-999,4,-999,-999,-999,-999,-999,-999,-999
Phelsuma kely,,Phelsuma,kely,-999,-999,-999,-999,-999,-999,-999,-999,-999
Acomys kempi,,Acomys,kempi,58,2.47,3.5,7.483333333,14,-999,-999,5.45,59
Gerbilliscus kempi,,Gerbilliscus,kempi,98.9585,4.3,2,5,-999,-999,-999,4.991666667,99
Tockus kempi,,Tockus,kempi,-999,3.35,-999,-999,-999,28,43,-999,-999
Thamnomys kempi,,Thamnomys,kempi,83.39464,1.33,-999,5.741666667,24.3488,-999,-999,5.741666667,-999
Macrosphenus kempi,,Macrosphenus,kempi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Deltamys kempi,,Deltamys,kempi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lepidochelys kempii,,Lepidochelys,kempii,3835.125,110,1.37,76,-999,55.1,-999,34.5,3833.875
Anolis kemptoni,,Anolis,kemptoni,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cnemaspis kendallii,,Cnemaspis,kendallii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lerista kendricki,,Lerista,kendricki,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lygodactylus keniensis,,Lygodactylus,keniensis,-999,2,-999,-999,-999,61.5,-999,-999,-999
Diplodactylus kenneallyi,,Diplodactylus,kenneallyi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lerista kennedyensis,,Lerista,kennedyensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lytorhynchus kennedyi,,Lytorhynchus,kennedyi,-999,-999,-999,0.4,-999,-999,-999,0.4,-999
Heterodon kennerlyi,,Heterodon,kennerlyi,730,13,-999,20,-999,56,-999,15,730
Megascops kennicottii,,Megascops,kennicottii,365,4.25,1,19,-999,26,28,13.5,365
Poeoptera kenricki,,Poeoptera,kenricki,-999,-999,-999,-999,-999,-999,-999,-999,-999
Glauconycteris kenyacola,,Glauconycteris,kenyacola,-999,-999,-999,-999,-999,-999,-999,-999,-999
Phonygammus keraudrenii,,Phonygammus,keraudrenii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Acrocephalus kerearako,,Acrocephalus,kerearako,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sericornis keri,,Sericornis,keri,-999,2,-999,-999,-999,-999,-999,-999,-999
Asaccus kermanshahensis,,Asaccus,kermanshahensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Rieppeleon kerstenii,,Rieppeleon,kerstenii,-999,7,-999,-999,-999,52,-999,-999,-999
Ketupa ketupu,,Ketupa,ketupu,-999,1,-999,-999,-999,-999,-999,-999,-999
Rhinolophus keyensis,,Rhinolophus,keyensis,-999,1,-999,-999,-999,-999,-999,-999,-999
Pteropus keyensis,,Pteropus,keyensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Teuchocercus keyi,,Teuchocercus,keyi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Acontias kgalagadi,,Acontias,kgalagadi,-999,1.5,0.7,-999,-999,-999,-999,-999,-999
Takydromus khasiensis,,Takydromus,khasiensis,-999,2.2,4.5,-999,-999,30,-999,-999,-999
Cyrtodactylus khasiensis,,Cyrtodactylus,khasiensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pseudoceramodactylus khobarensis,,Pseudoceramodactylus,khobarensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Equus kiang,,Equus,kiang,1000.7995,1,0.585,38.8,418.225,-999,-999,30.025,1187
Melozone kieneri,,Melozone,kieneri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Dendroplex kienerii,,Dendroplex,kienerii,-999,1.85,-999,-999,-999,-999,-999,-999,-999
Lophotriorchis kienerii,,Lophotriorchis,kienerii,-999,1,-999,-999,-999,-999,-999,-999,-999
Xiphorhynchus kienerii,,Xiphorhynchus,kienerii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Microtus kikuchii,,Microtus,kikuchii,-999,1.97,-999,-999,-999,-999,-999,-999,-999
Gekko kikuchii,,Gekko,kikuchii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Zosterops kikuyuensis,,Zosterops,kikuyuensis,-999,2.45,-999,-999,-999,-999,-999,-999,-999
Arizelocichla kikuyuensis,,Arizelocichla,kikuyuensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Nectarinia kilimensis,,Nectarinia,kilimensis,-999,1.4,-999,-999,-999,-999,-999,-999,-999
Leptosiaphos kilimensis,,Leptosiaphos,kilimensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Gehyra kimberleyi,,Gehyra,kimberleyi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lygodactylus kimhowelli,,Lygodactylus,kimhowelli,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sphenomorphus kinabaluensis,,Sphenomorphus,kinabaluensis,-999,1.5,-999,-999,-999,-999,-999,-999,-999
Spilornis kinabaluensis,,Spilornis,kinabaluensis,-999,1,-999,-999,-999,35,60,-999,-999
Hypsicalotes kinabaluensis,,Hypsicalotes,kinabaluensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Trioceros kinetensis,,Trioceros,kinetensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pseudocalotes kingdonwardi,,Pseudocalotes,kingdonwardi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Simalia kinghorni,,Simalia,kinghorni,-999,14,-999,13.875,-999,99,-999,13.8375,-999
Proablepharus kinghorni,,Proablepharus,kinghorni,-999,-999,-999,-999,-999,-999,-999,-999,-999
Chlamydosaurus kingii,,Chlamydosaurus,kingii,-999,10,1.4,9.9,-999,76,-999,9.9,-999
Egernia kingii,,Egernia,kingii,-999,5,1,-999,-999,-999,-999,-999,-999
Amphisbaena kingii,,Amphisbaena,kingii,-999,3,1,-999,-999,-999,-999,-999,-999
Elgaria kingii,,Elgaria,kingii,-999,10.5,-999,12.3,-999,-999,-999,12.3,-999
Aglaiocercus kingii,,Aglaiocercus,kingii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Hydrophis kingii,,Hydrophis,kingii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Liolaemus kingii,,Liolaemus,kingii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Varanus kingorum,,Varanus,kingorum,-999,4.5,-999,-999,-999,110.5,-999,-999,-999
Petaurillus kinlochii,,Petaurillus,kinlochii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Spelaeornis kinneari,,Spelaeornis,kinneari,-999,-999,-999,-999,-999,-999,-999,-999,-999
Liopholis kintorei,,Liopholis,kintorei,-999,6,1,-999,-999,-999,-999,-999,-999
Canirallus kioloides,,Canirallus,kioloides,-999,2,-999,-999,-999,-999,-999,-999,-999
Sphaerodactylus kirbyi,,Sphaerodactylus,kirbyi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pitohui kirhocephalus,,Pitohui,kirhocephalus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Zosterops kirki,,Zosterops,kirki,-999,2.4,-999,-999,-999,-999,-999,-999,-999
Madoqua kirkii,,Madoqua,kirkii,233.47,1,2,17.3,71,-999,-999,16.85833333,304
Veniliornis kirkii,,Veniliornis,kirkii,-999,3,-999,-999,-999,-999,-999,-999,-999
Piliocolobus kirkii,,Piliocolobus,kirkii,1490.14656,1.005,-999,2.166666667,665.93968,-999,-999,2.166666667,-999
Agama kirkii,,Agama,kirkii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cyrtopodion kirmanense,,Cyrtopodion,kirmanense,-999,-999,-999,-999,-999,-999,-999,-999,-999
Setophaga kirtlandii,,Setophaga,kirtlandii,364.234,4.63,1,9,-999,14.1,11.95,9,365
Clonophis kirtlandii,,Clonophis,kirtlandii,-999,9.5,-999,8.4,-999,-999,-999,8.4,-999
Thelotornis kirtlandii,,Thelotornis,kirtlandii,-999,-999,-999,-999,-999,45,-999,-999,-999
Plestiodon kishinouyei,,Plestiodon,kishinouyei,-999,-999,-999,-999,-999,-999,-999,-999,-999
Philemon kisserensis,,Philemon,kisserensis,-999,2.41,-999,-999,-999,-999,-999,-999,-999
Ablepharus kitaibelii,,Ablepharus,kitaibelii,-999,3.5,1,-999,-999,65,-999,-999,-999
Parvoscincus kitangladensis,,Parvoscincus,kitangladensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Hypsugo kitcheneri,,Hypsugo,kitcheneri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Emoia kitcheneri,,Emoia,kitcheneri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Crocidura kivuana,,Crocidura,kivuana,-999,1.66,-999,-999,-999,-999,-999,-999,-999
Dendrocopos kizuki,,Dendrocopos,kizuki,-999,5.95,-999,-999,-999,-999,-999,-999,-999
Chrysococcyx klaas,,Chrysococcyx,klaas,-999,3.5,-999,-999,-999,12,20,-999,-999
Pachydactylus kladaroderma,,Pachydactylus,kladaroderma,-999,-999,-999,-999,-999,-999,-999,-999,-999
Drymophila klagesi,,Drymophila,klagesi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Myrmotherula klagesi,,Myrmotherula,klagesi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Hemidactylus klauberi,,Hemidactylus,klauberi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sauromalus klauberi,,Sauromalus,klauberi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sphaerodactylus klauberi,,Sphaerodactylus,klauberi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Testudo kleinmanni,,Testudo,kleinmanni,2191.5,1.666666667,3,40,-999,101,-999,28,-999
Erythrura kleinschmidti,,Erythrura,kleinschmidti,-999,-999,-999,-999,-999,-999,-999,-999,-999
Phelsuma klemmeri,,Phelsuma,klemmeri,-999,1.5,-999,-999,-999,56.5,-999,-999,-999
Lygodactylus klemmeri,,Lygodactylus,klemmeri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Euroscaptor klossi,,Euroscaptor,klossi,-999,4.5,1,3,-999,-999,-999,3,-999
Spilornis klossi,,Spilornis,klossi,-999,1,-999,-999,-999,35,60,-999,-999
Alcippe klossi,,Alcippe,klossi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Gonocephalus klossi,,Gonocephalus,klossi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Hydrophis klossi,,Hydrophis,klossi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Emoia klossi,,Emoia,klossi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Hylobates klossii,,Hylobates,klossii,-999,1,0.42,37,334.898,-999,-999,36.25833333,-999
Sicista kluchorica,,Sicista,kluchorica,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lygodactylus klugei,,Lygodactylus,klugei,-999,2,1.4,-999,-999,-999,-999,-999,-999
Diplodactylus klugei,,Diplodactylus,klugei,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ctenomys knighti,,Ctenomys,knighti,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lampropeltis knoblochi,,Lampropeltis,knoblochi,-999,4.5,-999,22.4,-999,79.0375,-999,12.3,-999
Meroles knoxii,,Meroles,knoxii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Geomys knoxjonesi,,Geomys,knoxjonesi,92.8,3.39,1,12,30.89198,-999,-999,7.2,91
Kobus kob,,Kobus,kob,403,1,1.3,21.92,189,-999,-999,21.9,365
Eptesicus kobayashii,,Eptesicus,kobayashii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pachydactylus kobosensis,,Pachydactylus,kobosensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Phelsuma kochi,,Phelsuma,kochi,-999,2,-999,13.6,-999,52.5,-999,10,-999
Erythropitta kochi,,Erythropitta,kochi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ptenopus kochi,,Ptenopus,kochi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Colopus kochii,,Colopus,kochii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Arthrosaura kockii,,Arthrosaura,kockii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cnemaspis koehleri,,Cnemaspis,koehleri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ophisaurus koellikeri,,Ophisaurus,koellikeri,-999,-999,-999,9.3,-999,-999,-999,9.3,-999
Pulsatrix koeniswaldiana,,Pulsatrix,koeniswaldiana,-999,-999,-999,-999,-999,-999,-999,-999,-999
Mimon koepckeae,,Mimon,koepckeae,547.875,0.995,1,20,273.96,-999,-999,20,547.875
Phaethornis koepckeae,,Phaethornis,koepckeae,-999,2,-999,-999,-999,-999,-999,-999,-999
Pauxi koepckeae,,Pauxi,koepckeae,-999,-999,-999,-999,-999,-999,-999,-999,-999
Megascops koepckeae,,Megascops,koepckeae,-999,-999,-999,-999,-999,-999,-999,-999,-999
Microlophus koepckeorum,,Microlophus,koepckeorum,-999,3,-999,-999,-999,-999,-999,-999,-999
Akodon kofordi,,Akodon,kofordi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Phyllodactylus kofordi,,Phyllodactylus,kofordi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cyrtopodion kohsulaimanai,,Cyrtopodion,kohsulaimanai,-999,-999,-999,-999,-999,-999,-999,-999,-999
Gehyra koira,,Gehyra,koira,-999,-999,-999,-999,-999,-999,-999,-999,-999
Eremias kokshaaliensis,,Eremias,kokshaaliensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Liolaemus kolengh,,Liolaemus,kolengh,-999,-999,-999,-999,-999,-999,-999,-999,-999
Crithagra koliensis,,Crithagra,koliensis,-999,1.5,-999,-999,-999,-999,-999,-999,-999
Plecotus kolombatovici,,Plecotus,kolombatovici,351.665,1.275,1,30,42.045,-999,-999,15,365
Larvivora komadori,,Larvivora,komadori,-999,-999,-999,-999,-999,-999,-999,-999,-999
Varanus komodoensis,,Varanus,komodoensis,2373.46,20.1,1.1,25,-999,237,-999,16.575,2556.08
Millardia kondana,,Millardia,kondana,-999,-999,-999,-999,-999,-999,-999,-999,-999
Dibamus kondaoensis,,Dibamus,kondaoensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sylvisorex konganensis,,Sylvisorex,konganensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Monticolomys koopmani,,Monticolomys,koopmani,-999,-999,-999,-999,-999,-999,-999,-999,-999
Anolis koopmani,,Anolis,koopmani,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lygosoma koratense,,Lygosoma,koratense,-999,3,-999,-999,-999,80,-999,-999,-999
Varanus kordensis,,Varanus,kordensis,-999,4.1,1.65,14.2,-999,136.5,-999,14.2,-999
Emoia kordoana,,Emoia,kordoana,-999,2,-999,-999,-999,-999,-999,-999,-999
Ardeotis kori,,Ardeotis,kori,1095.75,1.75,-999,26,-999,23,31.5,26,1095.75
Rattus korinchi,,Rattus,korinchi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Damaliscus korrigum,,Damaliscus,korrigum,639.156,1,0.585,23.6,-999,-999,-999,23.54166667,-999
Ptyas korros,,Ptyas,korros,-999,-999,-999,-999,-999,-999,-999,-999,-999
Eulamprus kosciuskoi,,Eulamprus,kosciuskoi,-999,3.1,-999,3,-999,-999,-999,3,-999
Menetia koshlandae,,Menetia,koshlandae,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ochotona koslowi,,Ochotona,koslowi,-999,1,1,-999,-999,-999,-999,-999,-999
Prunella koslowi,,Prunella,koslowi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Liolaemus koslowskyi,,Liolaemus,koslowskyi,-999,5.6,1,-999,-999,-999,-999,-999,-999
Mediodactylus kotschyi,,Mediodactylus,kotschyi,-999,2,2.2,-999,-999,80.5,-999,-999,-999
Leptosiaphos koutoui,,Leptosiaphos,koutoui,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ifrita kowaldi,,Ifrita,kowaldi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Salpingotus kozlovi,,Salpingotus,kozlovi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Spilocuscus kraemeri,,Spilocuscus,kraemeri,221.76,1.26,1.1,17,240.375,-999,-999,12.1125,243
Colobosaura kraepelini,,Colobosaura,kraepelini,-999,-999,-999,-999,-999,-999,-999,-999,-999
Psittacula krameri,,Psittacula,krameri,908.67,4,-999,34,-999,23,45.5,34,-999
Steatomys krebsii,,Steatomys,krebsii,-999,4.51,-999,-999,-999,-999,-999,-999,-999
Mino kreffti,,Mino,kreffti,-999,1.4,-999,-999,-999,-999,-999,-999,-999
Lasiorhinus krefftii,,Lasiorhinus,krefftii,589.185,1,1,30.44166667,326.07,-999,-999,29.87916667,547
Cacophis krefftii,,Cacophis,krefftii,-999,3,-999,-999,-999,-999,-999,-999,-999
Macrosphenus kretschmeri,,Macrosphenus,kretschmeri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Anolis kreutzi,,Anolis,kreutzi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Liolaemus kriegi,,Liolaemus,kriegi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Strophurus krisalys,,Strophurus,krisalys,-999,-999,-999,-999,-999,-999,-999,-999,-999
Phylloscartes kronei,,Phylloscartes,kronei,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sitta krueperi,,Sitta,krueperi,-999,5.7,-999,-999,-999,-999,-999,-999,-999
Anolis krugi,,Anolis,krugi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Corvus kubaryi,,Corvus,kubaryi,-999,3,-999,-999,-999,-999,-999,-999,-999
Rhipidura kubaryi,,Rhipidura,kubaryi,-999,2.4,-999,-999,-999,-999,-999,-999,-999
Tadarida kuboriensis,,Tadarida,kuboriensis,273.96,1,1,-999,136.98,-999,-999,-999,578.36
Takydromus kuehnei,,Takydromus,kuehnei,-999,2.5,-999,-999,-999,-999,-999,-999,-999
Emoia kuekenthali,,Emoia,kuekenthali,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ptychoglossus kugleri,,Ptychoglossus,kugleri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ptychozoon kuhli,,Ptychozoon,kuhli,-999,1.5,-999,1.1,-999,90,-999,1.1,-999
Leucopternis kuhli,,Leucopternis,kuhli,-999,-999,-999,-999,-999,-999,-999,-999,-999
Callithrix kuhlii,,Callithrix,kuhlii,477,2,2,22.79166667,62,-999,-999,16,382
Axis kuhlii,,Axis,kuhlii,304.36,1.005,1.3,22.9,182.308,-999,-999,20,-999
Scotophilus kuhlii,,Scotophilus,kuhlii,242.64,1.5,1,-999,38.35,-999,-999,-999,-999
Pipistrellus kuhlii,,Pipistrellus,kuhlii,-999,1.355,1,8,60,-999,-999,8,-999
Gonocephalus kuhlii,,Gonocephalus,kuhlii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Liolaemus kuhlmanni,,Liolaemus,kuhlmanni,-999,8.5,-999,-999,-999,63,-999,-999,-999
Liberiictis kuhni,,Liberiictis,kuhni,-999,-999,-999,4.658333333,-999,-999,-999,4.658333333,-999
Zosterops kulambangrae,,Zosterops,kulambangrae,-999,-999,-999,-999,-999,-999,-999,-999,-999
Phoenicolacerta kulzeri,,Phoenicolacerta,kulzeri,-999,3,-999,-999,-999,52,-999,-999,-999
Japalura kumaonensis,,Japalura,kumaonensis,-999,11.2,1.4,-999,-999,-999,-999,-999,-999
Cnemaspis kumpoli,,Cnemaspis,kumpoli,-999,-999,-999,-999,-999,-999,-999,-999,-999
Oriolus kundoo,,Oriolus,kundoo,365,3.5,1,14.83333333,-999,14.5,14.5,14.8,365
Monodelphis kunsi,,Monodelphis,kunsi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Mesalina kuri,,Mesalina,kuri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ctenotus kurnbudj,,Ctenotus,kurnbudj,-999,-999,-999,-999,-999,-999,-999,-999,-999
Goniurosaurus kuroiwae,,Goniurosaurus,kuroiwae,-999,2,2,-999,-999,70,-999,-999,-999
Grammomys kuru,,Grammomys,kuru,-999,1,-999,-999,-999,-999,-999,-999,-999
