Binomial,scientific.name,original.scientific,TrophicLevel,TrophicNiche,ForagingNiche
Alethe_diademata,Alethe diademata,,Carnivore,Invertivore,Invertivore ground
Alethe_fuelleborni,Alethe fuelleborni,,Carnivore,Invertivore,Invertivore ground
Alethe_poliocephala,Alethe poliocephala,,Carnivore,Invertivore,Invertivore ground
Alethe_poliophrys,Alethe poliophrys,,Carnivore,Invertivore,Invertivore ground
Alipiopsitta_xanthops,Alipiopsitta xanthops,,Herbivore,Omnivore,NA
Alisterus_amboinensis,Alisterus amboinensis,,Herbivore,Omnivore,NA
Alisterus_chloropterus,Alisterus chloropterus,,Herbivore,Omnivore,NA
Alisterus_scapularis,Alisterus scapularis,,Herbivore,Omnivore,NA
Alle_alle,Alle alle,,Carnivore,Aquatic predator,Aquatic dive
Alophoixus_affinis,Alophoixus affinis,,Omnivore,Frugivore,Fugivore glean
Alophoixus_bres,Alophoixus bres,,Omnivore,Omnivore,NA
Alophoixus_finschii,Alophoixus finschii,,Omnivore,Omnivore,NA
Alophoixus_flaveolus,Alophoixus flaveolus,,Herbivore,Frugivore,Fugivore glean
Alophoixus_ochraceus,Alophoixus ochraceus,,Herbivore,Frugivore,Fugivore glean
Alophoixus_pallidus,Alophoixus pallidus,,Herbivore,Frugivore,Fugivore glean
Alophoixus_phaeocephalus,Alophoixus phaeocephalus,,Omnivore,Omnivore,NA
Alopochelidon_fucata,Alopochelidon fucata,,Carnivore,Invertivore,Invertivore aerial
Alopochen_aegyptiaca,Alopochen aegyptiaca,,Herbivore,Omnivore,NA
Amadina_erythrocephala,Amadina erythrocephala,,Omnivore,Granivore,Granivore ground
Amadina_fasciata,Amadina fasciata,,Herbivore,Granivore,Granivore ground
Amalocichla_incerta,Amalocichla incerta,,Carnivore,Invertivore,Invertivore ground
Amalocichla_sclateriana,Amalocichla sclateriana,,Carnivore,Invertivore,Invertivore ground
Amandava_amandava,Amandava amandava,,Herbivore,Granivore,Granivore arboreal
Amandava_formosa,Amandava formosa,,Omnivore,Granivore,Granivore ground
Amandava_subflava,Amandava subflava,,Herbivore,Granivore,Granivore arboreal
Amaurocichla_bocagei,Amaurocichla bocagei,,Carnivore,Invertivore,Invertivore ground
Amaurolimnas_concolor,Amaurolimnas concolor,,Carnivore,Omnivore,NA
Amaurornis_akool,Amaurornis akool,,Carnivore,Omnivore,NA
Amaurornis_bicolor,Amaurornis bicolor,,Carnivore,Omnivore,NA
Amaurornis_flavirostra,Amaurornis flavirostra,,Carnivore,Aquatic predator,Aquatic ground
Amaurornis_isabellina,Amaurornis isabellina,,Omnivore,Omnivore,NA
Amaurornis_magnirostris,Amaurornis magnirostris,,Omnivore,Omnivore,NA
Amaurornis_moluccana,Amaurornis moluccana,,Carnivore,Omnivore,NA
Amaurornis_olivacea,Amaurornis olivacea,,Carnivore,Omnivore,NA
Amaurornis_olivieri,Amaurornis olivieri,,Carnivore,Aquatic predator,Aquatic ground
Amaurornis_phoenicurus,Amaurornis phoenicurus,,Carnivore,Aquatic predator,Aquatic ground
Amaurospiza_concolor,Amaurospiza concolor,,Herbivore,Granivore,Granivore arboreal
Amaurospiza_moesta,Amaurospiza moesta,,Herbivore,Granivore,Granivore arboreal
Amazilia_amabilis,Amazilia amabilis,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_amazilia,Amazilia amazilia,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_beryllina,Amazilia beryllina,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_boucardi,Amazilia boucardi,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_brevirostris,Amazilia brevirostris,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_candida,Amazilia candida,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_castaneiventris,Amazilia castaneiventris,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_chionogaster,Amazilia chionogaster,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_cyanifrons,Amazilia cyanifrons,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_cyanocephala,Amazilia cyanocephala,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_cyanura,Amazilia cyanura,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_decora,Amazilia decora,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_edward,Amazilia edward,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_fimbriata,Amazilia fimbriata,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_franciae,Amazilia franciae,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_lactea,Amazilia lactea,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_leucogaster,Amazilia leucogaster,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_luciae,Amazilia luciae,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_rosenbergi,Amazilia rosenbergi,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_rutila,Amazilia rutila,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_saucerrottei,Amazilia saucerrottei,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_tobaci,Amazilia tobaci,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_tzacatl,Amazilia tzacatl,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_versicolor,Amazilia versicolor,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_violiceps,Amazilia violiceps,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_viridicauda,Amazilia viridicauda,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_viridifrons,Amazilia viridifrons,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_viridigaster,Amazilia viridigaster,,Herbivore,Nectarivore,Nectarivore aerial
Amazilia_yucatanensis,Amazilia yucatanensis,,Herbivore,Nectarivore,Nectarivore aerial
Amazona_aestiva,Amazona aestiva,,Herbivore,Frugivore,Fugivore glean
Amazona_agilis,Amazona agilis,,Herbivore,Omnivore,NA
Amazona_albifrons,Amazona albifrons,,Herbivore,Omnivore,NA
Amazona_amazonica,Amazona amazonica,,Herbivore,Frugivore,Fugivore glean
Amazona_arausiaca,Amazona arausiaca,,Herbivore,Frugivore,Fugivore glean
Amazona_auropalliata,Amazona auropalliata,,Herbivore,Omnivore,NA
Amazona_autumnalis,Amazona autumnalis,,Herbivore,Frugivore,Fugivore glean
Amazona_barbadensis,Amazona barbadensis,,Herbivore,Omnivore,NA
Amazona_brasiliensis,Amazona brasiliensis,,Herbivore,Omnivore,NA
Amazona_collaria,Amazona collaria,,Herbivore,Omnivore,NA
Amazona_dufresniana,Amazona dufresniana,,Herbivore,Omnivore,NA
Amazona_farinosa,Amazona farinosa,,Herbivore,Omnivore,NA
Amazona_festiva,Amazona festiva,,Herbivore,Frugivore,Fugivore glean
Amazona_finschi,Amazona finschi,,Herbivore,Omnivore,NA
Amazona_guildingii,Amazona guildingii,,Herbivore,Omnivore,NA
Amazona_imperialis,Amazona imperialis,,Herbivore,Omnivore,NA
Amazona_kawalli,Amazona kawalli,,Herbivore,Frugivore,Fugivore glean
Amazona_leucocephala,Amazona leucocephala,,Herbivore,Omnivore,NA
Amazona_mercenaria,Amazona mercenaria,,Herbivore,Frugivore,Fugivore glean
Amazona_ochrocephala,Amazona ochrocephala,,Herbivore,Omnivore,NA
Amazona_oratrix,Amazona oratrix,,Herbivore,Omnivore,NA
Amazona_pretrei,Amazona pretrei,,Herbivore,Omnivore,NA
Amazona_rhodocorytha,Amazona rhodocorytha,,Herbivore,Frugivore,Fugivore glean
Amazona_tucumana,Amazona tucumana,,Herbivore,Omnivore,NA
Amazona_ventralis,Amazona ventralis,,Herbivore,Omnivore,NA
Amazona_versicolor,Amazona versicolor,,Herbivore,Omnivore,NA
Amazona_vinacea,Amazona vinacea,,Herbivore,Omnivore,NA
Amazona_viridigenalis,Amazona viridigenalis,,Herbivore,Omnivore,NA
Amazona_vittata,Amazona vittata,,Herbivore,Omnivore,NA
Amazona_xantholora,Amazona xantholora,,Herbivore,Frugivore,Fugivore glean
Amazonetta_brasiliensis,Amazonetta brasiliensis,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Amblycercus_holosericeus,Amblycercus holosericeus,,Carnivore,Invertivore,Invertivore glean arboreal
Amblyornis_flavifrons,Amblyornis flavifrons,,Herbivore,Frugivore,Fugivore glean
Amblyornis_inornata,Amblyornis inornata,,Omnivore,Frugivore,Fugivore glean
Amblyornis_macgregoriae,Amblyornis macgregoriae,,Herbivore,Frugivore,Fugivore glean
Amblyornis_subalaris,Amblyornis subalaris,,Omnivore,Frugivore,Fugivore glean
Amblyospiza_albifrons,Amblyospiza albifrons,,Omnivore,Omnivore,NA
Amblyramphus_holosericeus,Amblyramphus holosericeus,,Carnivore,Invertivore,Invertivore glean arboreal
Ammodramus_aurifrons,Ammodramus aurifrons,,Herbivore,Granivore,Granivore ground
Ammodramus_bairdii,Centronyx bairdii,Ammodramus bairdii,Herbivore,Granivore,Granivore ground
Ammodramus_caudacutus,Ammodramus caudacutus,,Carnivore,Invertivore,Invertivore ground
Ammodramus_henslowii,Ammodramus henslowii,,Omnivore,Omnivore,NA
Ammodramus_humeralis,Ammodramus humeralis,,Herbivore,Granivore,Granivore ground
Ammodramus_leconteii,Ammospiza leconteii,Ammodramus leconteii,Omnivore,Granivore,Granivore ground
Ammodramus_maritimus,Ammodramus maritimus,,Carnivore,Invertivore,Invertivore ground
Ammodramus_nelsoni,Ammodramus nelsoni,,Omnivore,Invertivore,Invertivore ground
Ammodramus_savannarum,Ammodramus savannarum,,Omnivore,Invertivore,Invertivore ground
Ammomanes_cinctura,Ammomanes cinctura,,Herbivore,Granivore,Granivore ground
Ammomanes_deserti,Ammomanes deserti,,Omnivore,Omnivore,NA
Ammomanes_grayi,Ammomanes grayi,,Omnivore,Omnivore,NA
Ammomanes_phoenicura,Ammomanes phoenicura,,Omnivore,Omnivore,NA
Ammoperdix_griseogularis,Ammoperdix griseogularis,,Herbivore,Omnivore,NA
Ammoperdix_heyi,Ammoperdix heyi,,Herbivore,Omnivore,NA
Ampeliceps_coronatus,Ampeliceps coronatus,,Herbivore,Frugivore,Fugivore glean
Ampelioides_tschudii,Ampelioides tschudii,,Omnivore,Frugivore,Generalist
Ampelion_rubrocristatus,Ampelion rubrocristatus,,Herbivore,Frugivore,Fugivore aerial
Ampelion_rufaxilla,Ampelion rufaxilla,,Omnivore,Frugivore,Fugivore glean
Amphilais_seebohmi,Amphilais seebohmi,,Carnivore,Invertivore,Invertivore glean arboreal
Amphispiza_belli,Amphispiza belli,,Herbivore,Granivore,Granivore ground
Amphispiza_bilineata,Amphispiza bilineata,,Omnivore,Omnivore,NA
Amytornis_ballarae,Amytornis ballarae,,Omnivore,Omnivore,NA
Amytornis_barbatus,Amytornis barbatus,,Omnivore,Omnivore,NA
Amytornis_dorotheae,Amytornis dorotheae,,Omnivore,Omnivore,NA
Amytornis_goyderi,Amytornis goyderi,,Omnivore,Granivore,Granivore ground
Amytornis_housei,Amytornis housei,,Omnivore,Omnivore,NA
Amytornis_merrotsyi,Amytornis merrotsyi,,Omnivore,Omnivore,NA
Amytornis_purnelli,Amytornis purnelli,,Omnivore,Omnivore,NA
Amytornis_striatus,Amytornis striatus,,Omnivore,Omnivore,NA
Amytornis_textilis,Amytornis textilis,,Omnivore,Omnivore,NA
Amytornis_woodwardi,Amytornis woodwardi,,Herbivore,Omnivore,NA
Anabacerthia_amaurotis,Anabacerthia amaurotis,,Carnivore,Invertivore,Invertivore glean arboreal
Anabacerthia_striaticollis,Anabacerthia striaticollis,,Carnivore,Invertivore,Invertivore glean arboreal
Anabacerthia_variegaticeps,Anabacerthia variegaticeps,,Carnivore,Invertivore,Invertivore glean arboreal
Anabazenops_dorsalis,Anabazenops dorsalis,,Carnivore,Invertivore,Invertivore glean arboreal
Anabazenops_fuscus,Anabazenops fuscus,,Carnivore,Invertivore,Invertivore glean arboreal
Anairetes_agilis,Anairetes agilis,,Carnivore,Invertivore,Invertivore glean arboreal
Anairetes_agraphia,Anairetes agraphia,,Carnivore,Invertivore,Invertivore glean arboreal
Anairetes_alpinus,Anairetes alpinus,,Carnivore,Invertivore,Invertivore glean arboreal
Anairetes_fernandezianus,Anairetes fernandezianus,,Carnivore,Invertivore,Generalist
Anairetes_flavirostris,Anairetes flavirostris,,Carnivore,Invertivore,Invertivore glean arboreal
Anairetes_nigrocristatus,Anairetes nigrocristatus,,Carnivore,Invertivore,Invertivore glean arboreal
Anairetes_parulus,Anairetes parulus,,Carnivore,Invertivore,Generalist
Anairetes_reguloides,Anairetes reguloides,,Carnivore,Invertivore,Invertivore glean arboreal
Anaplectes_rubriceps,Anaplectes rubriceps,,Carnivore,Invertivore,Invertivore glean arboreal
Anarhynchus_frontalis,Anarhynchus frontalis,,Carnivore,Aquatic predator,Aquatic ground
Anas_acuta,Anas acuta,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_americana,Anas americana,,Herbivore,Omnivore,NA
Anas_andium,Anas andium,,Omnivore,Herbivore aquatic,Herbivore aquatic surface
Anas_aucklandica,Anas aucklandica,,Carnivore,Aquatic predator,Aquatic surface
Anas_bahamensis,Anas bahamensis,,Omnivore,Herbivore aquatic,Herbivore aquatic surface
Anas_bernieri,Anas bernieri,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_capensis,Anas capensis,,Omnivore,Aquatic predator,Aquatic surface
Anas_castanea,Anas castanea,,Omnivore,Aquatic predator,Aquatic surface
Anas_chlorotis,Anas chlorotis,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_clypeata,Anas clypeata,,Omnivore,Aquatic predator,Aquatic surface
Anas_crecca,Anas crecca,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_cyanoptera,Anas cyanoptera,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_discors,Anas discors,,Omnivore,Herbivore aquatic,Herbivore aquatic surface
Anas_eatoni,Anas eatoni,,Omnivore,Omnivore,NA
Anas_erythrorhyncha,Anas erythrorhyncha,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_falcata,Anas falcata,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_flavirostris,Anas flavirostris,,Omnivore,Herbivore aquatic,Herbivore aquatic surface
Anas_formosa,Anas formosa,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_fulvigula,Anas fulvigula,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_georgica,Anas georgica,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_gibberifrons,Anas gibberifrons,,Omnivore,Aquatic predator,Aquatic surface
Anas_gracilis,Anas gracilis,,Omnivore,Aquatic predator,Aquatic surface
Anas_hottentota,Anas hottentota,,Herbivore,Omnivore,NA
Anas_laysanensis,Anas laysanensis,,Carnivore,Aquatic predator,Aquatic surface
Anas_luzonica,Anas luzonica,,Omnivore,Herbivore aquatic,Herbivore aquatic surface
Anas_melleri,Anas melleri,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_nesiotis,Anas nesiotis,,Carnivore,Aquatic predator,Aquatic surface
Anas_penelope,Anas penelope,,Herbivore,Omnivore,NA
Anas_platalea,Anas platalea,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_platyrhynchos,Anas platyrhynchos,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_poecilorhyncha,Anas poecilorhyncha,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_puna,Anas puna,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_querquedula,Anas querquedula,,Omnivore,Herbivore aquatic,Herbivore aquatic surface
Anas_rhynchotis,Anas rhynchotis,,Carnivore,Aquatic predator,Aquatic surface
Anas_rubripes,Anas rubripes,,Omnivore,Herbivore aquatic,Herbivore aquatic surface
Anas_sibilatrix,Anas sibilatrix,,Herbivore,Omnivore,NA
Anas_smithii,Anas smithii,,Carnivore,Aquatic predator,Aquatic surface
Anas_sparsa,Anas sparsa,,Omnivore,Omnivore,NA
Anas_strepera,Anas strepera,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_superciliosa,Anas superciliosa,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_undulata,Anas undulata,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_versicolor,Anas versicolor,,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Anas_wyvilliana,Anas wyvilliana,,Omnivore,Omnivore,NA
Anastomus_lamelligerus,Anastomus lamelligerus,,Carnivore,Aquatic predator,Aquatic ground
Anastomus_oscitans,Anastomus oscitans,,Carnivore,Aquatic predator,Aquatic ground
Ancistrops_strigilatus,Ancistrops strigilatus,,Carnivore,Invertivore,Invertivore glean arboreal
Andigena_cucullata,Andigena cucullata,,Herbivore,Frugivore,Fugivore glean
Andigena_hypoglauca,Andigena hypoglauca,,Herbivore,Frugivore,Fugivore glean
Andigena_laminirostris,Andigena laminirostris,,Herbivore,Frugivore,Fugivore glean
Andigena_nigrirostris,Andigena nigrirostris,,Herbivore,Frugivore,Fugivore glean
Androdon_aequatorialis,Androdon aequatorialis,,Herbivore,Nectarivore,Nectarivore aerial
Andropadus_ansorgei,Andropadus ansorgei,,Herbivore,Frugivore,Fugivore glean
Andropadus_curvirostris,Andropadus curvirostris,,Herbivore,Omnivore,NA
Andropadus_gracilirostris,Andropadus gracilirostris,,Herbivore,Frugivore,Fugivore glean
Andropadus_gracilis,Andropadus gracilis,,Herbivore,Omnivore,NA
Andropadus_importunus,Andropadus importunus,,Herbivore,Frugivore,Fugivore glean
Andropadus_latirostris,Andropadus latirostris,,Omnivore,Frugivore,Fugivore glean
Andropadus_masukuensis,Andropadus masukuensis,,Omnivore,Invertivore,Invertivore glean arboreal
Andropadus_milanjensis,Andropadus milanjensis,,Omnivore,Omnivore,NA
Andropadus_montanus,Andropadus montanus,,Herbivore,Frugivore,Fugivore glean
Andropadus_nigriceps,Andropadus nigriceps,,Herbivore,Frugivore,Fugivore glean
Andropadus_tephrolaemus,Andropadus tephrolaemus,,Herbivore,Frugivore,Fugivore glean
Andropadus_virens,Andropadus virens,,Herbivore,Frugivore,Fugivore glean
Androphobus_viridis,Androphobus viridis,,Carnivore,Invertivore,Invertivore ground
Anhima_cornuta,Anhima cornuta,,Herbivore,Herbivore aquatic,Herbivore aquatic ground
Anhinga_anhinga,Anhinga anhinga,,Carnivore,Aquatic predator,Aquatic dive
Anhinga_melanogaster,Anhinga melanogaster,,Carnivore,Aquatic predator,Aquatic dive
Anhinga_novaehollandiae,Anhinga novaehollandiae,,Carnivore,Aquatic predator,Aquatic dive
Anhinga_rufa,Anhinga rufa,,Carnivore,Aquatic predator,Aquatic dive
Anisognathus_igniventris,Anisognathus igniventris,,Herbivore,Frugivore,Fugivore glean
Anisognathus_lacrymosus,Anisognathus lacrymosus,,Herbivore,Frugivore,Fugivore glean
Anisognathus_melanogenys,Anisognathus melanogenys,,Herbivore,Frugivore,Fugivore glean
Anisognathus_notabilis,Anisognathus notabilis,,Herbivore,Frugivore,Fugivore glean
Anisognathus_somptuosus,Anisognathus somptuosus,,Omnivore,Invertivore,Invertivore glean arboreal
Anodorhynchus_hyacinthinus,Anodorhynchus hyacinthinus,,Herbivore,Frugivore,Fugivore glean
Anodorhynchus_leari,Anodorhynchus leari,,Herbivore,Frugivore,Fugivore glean
Anomalospiza_imberbis,Anomalospiza imberbis,,Herbivore,Granivore,Granivore ground
Anopetia_gounellei,Anopetia gounellei,,Herbivore,Nectarivore,Nectarivore aerial
Anorrhinus_austeni,Anorrhinus austeni,,Omnivore,Frugivore,Fugivore glean
Anorrhinus_galeritus,Anorrhinus galeritus,,Omnivore,Frugivore,Fugivore glean
Anorrhinus_tickelli,Anorrhinus tickelli,,Omnivore,Frugivore,Fugivore glean
Anous_minutus,Anous minutus,,Carnivore,Aquatic predator,Aquatic aerial
Anous_stolidus,Anous stolidus,,Carnivore,Aquatic predator,Aquatic aerial
Anous_tenuirostris,Anous tenuirostris,,Carnivore,Aquatic predator,Aquatic aerial
Anser_albifrons,Anser albifrons,,Herbivore,Herbivore terrestrial,Herbivore ground
Anser_anser,Anser anser,,Herbivore,Herbivore terrestrial,Herbivore ground
Anser_brachyrhynchus,Anser brachyrhynchus,,Herbivore,Herbivore terrestrial,Herbivore ground
Anser_cygnoides,Anser cygnoides,,Herbivore,Herbivore terrestrial,Herbivore ground
Anser_erythropus,Anser erythropus,,Herbivore,Herbivore terrestrial,Herbivore ground
Anser_fabalis,Anser fabalis,,Herbivore,Herbivore terrestrial,Herbivore ground
Anser_indicus,Anser indicus,,Herbivore,Herbivore terrestrial,Herbivore ground
Anseranas_semipalmata,Anseranas semipalmata,,Herbivore,Omnivore,NA
Anthocephala_floriceps,Anthocephala floriceps,,Herbivore,Nectarivore,Nectarivore aerial
Anthochaera_carunculata,Anthochaera carunculata,,Herbivore,Nectarivore,Nectarivore glean
Anthochaera_chrysoptera,Anthochaera chrysoptera,,Herbivore,Nectarivore,Nectarivore glean
Anthochaera_lunulata,Anthochaera lunulata,,Herbivore,Nectarivore,Nectarivore glean
Anthochaera_paradoxa,Anthochaera paradoxa,,Herbivore,Nectarivore,Nectarivore glean
Anthornis_melanura,Anthornis melanura,,Herbivore,Nectarivore,Nectarivore glean
Anthoscopus_caroli,Anthoscopus caroli,,Omnivore,Invertivore,Invertivore glean arboreal
Anthoscopus_flavifrons,Anthoscopus flavifrons,,Omnivore,Invertivore,Invertivore glean arboreal
Anthoscopus_minutus,Anthoscopus minutus,,Omnivore,Invertivore,Invertivore glean arboreal
Anthoscopus_musculus,Anthoscopus musculus,,Carnivore,Invertivore,Invertivore glean arboreal
Anthoscopus_parvulus,Anthoscopus parvulus,,Carnivore,Invertivore,Invertivore glean arboreal
Anthoscopus_punctifrons,Anthoscopus punctifrons,,Carnivore,Invertivore,Invertivore glean arboreal
